CUI	Node_ID	Node_Type
C1417031	22924	Gene
C1417030	10982	Gene
C1417030	6101	Gene
C0007248	DB00395	Compound
C1417032	8685	Gene
C1417035	4141	Gene
C1417034	4140	Gene
C1417037	10747	Gene
C1417036	5648	Gene
C1412002	C1412002	SideEffect
C0235162	C0235162	SideEffect
C1412000	C1412000	SideEffect
C0235168	C0235168	SideEffect
C0235169	C0235169	SideEffect
C1825818	80774	Gene
C0424444	C0424444	SideEffect
C1825817	51474	Gene
C1825814	79168	Gene
C0424448	C0424448	SideEffect
C1825812	431707	Gene
C1825813	353514	Gene
C1825810	353174	Gene
C0085648	C0085648	SideEffect
C0085649	C0085649	SideEffect
C1427287	51256	Gene
C1427286	9481	Gene
C1427281	9587	Gene
C1427283	84947	Gene
C1427282	134266	Gene
C0085641	C0085641	SideEffect
C0085642	C0085642	SideEffect
C0085642	D054068	Symptom
C1427288	114826	Gene
C0041040	DB01116	Compound
C0041041	DB00440	Compound
C0030123	DB00345	Compound
C0030125	DB00233	Compound
C0022354	C0022354	SideEffect
C0022354	D041781	Symptom
C0000731	C0000731	SideEffect
C0750151	C0750151	SideEffect
C0000737	C0000737	SideEffect
C0000737	D015746	Symptom
C2240066	353149	Gene
C0000735	C0000735	SideEffect
C1413350	1068	Gene
C1413351	1069	Gene
C2240069	26083	Gene
C2240068	254272	Gene
C1413354	10428	Gene
C1413355	1072	Gene
C1413356	1073	Gene
C1413357	8837	Gene
C1427861	64174	Gene
C1427860	84572	Gene
C1427863	124359	Gene
C1427862	64180	Gene
C1427865	8314	Gene
C1427865	9223	Gene
C1427864	90390	Gene
C1427866	84456	Gene
C1427868	23376	Gene
C3469859	387104	Gene
C0562483	C0562483	SideEffect
C1823304	8834	Gene
C1823305	57719	Gene
C1823306	338440	Gene
C1823307	55129	Gene
C1540128	84617	Gene
C1823301	10972	Gene
C0039520	C0039520	SideEffect
C3267206	C3267206	SideEffect
C1540124	79861	Gene
C1540126	10381	Gene
C1540127	10382	Gene
C1823309	81671	Gene
C1737211	C1737211	SideEffect
C1737214	C1737214	SideEffect
C1422971	79501	Gene
C0036202	C0036202	SideEffect
C0036203	C0036203	SideEffect
C0042029	C0042029	SideEffect
C0042025	D014550	Symptom
C2748362	C2748362	SideEffect
C0042023	C0042023	SideEffect
C2681514	220382	Gene
C0234936	C0234936	SideEffect
C0239521	C0239521	SideEffect
C1421425	9217	Gene
C1421424	9218	Gene
C1421423	8673	Gene
C1421422	10791	Gene
C1421421	8674	Gene
C1421420	9341	Gene
C0520863	C0520863	SideEffect
C0520861	C0520861	SideEffect
C1421428	7408	Gene
C2681519	222234	Gene
C1736167	C1736167	SideEffect
C0679429	C0679429	SideEffect
C0178829	C0178829	SideEffect
C3147233	147664	Gene
C0263437	C0263437	SideEffect
C3147234	100271846	Gene
C1539270	79139	Gene
C2350530	C2350530	SideEffect
C1412491	358	Gene
C1412492	359	Gene
C1412493	360	Gene
C1412495	362	Gene
C1415592	3140	Gene
C1415593	3141	Gene
C1415594	3131	Gene
C1415595	3142	Gene
C1415596	3110	Gene
C1415597	3145	Gene
C1426555	130367	Gene
C1364020	10223	Gene
C1417551	4637	Gene
C1334107	27189	Gene
C1334106	3603	Gene
C1334105	3600	Gene
C1334103	3596	Gene
C1334102	3593	Gene
C1334101	3592	Gene
C1334100	3589	Gene
C1334109	3606	Gene
C0171023	DB00334	Compound
C2239362	100033411	Gene
C1421987	51132	Gene
C0062587	DB00739	Compound
C0016610	DB00828	Compound
C0031315	C0031315	SideEffect
C2747905	C2747905	SideEffect
C0246269	DB06196	Compound
C1413323	1051	Gene
C0860661	C0860661	SideEffect
C0221392	C0221392	SideEffect
C0149732	C0149732	SideEffect
C0221395	C0221395	SideEffect
C0278016	C0278016	SideEffect
C0745528	C0745528	SideEffect
C1112616	C1112616	SideEffect
C1414111	1777	Gene
C1112613	C1112613	SideEffect
C0020811	DB00249	Compound
C1414110	1776	Gene
C0027849	C0027849	SideEffect
C0010314	D003410	Symptom
C0021141	C0021141	SideEffect
C1442903	C1442903	SideEffect
C1333227	1755	Gene
C1333226	1742	Gene
C1842747	27241	Gene
C1956415	C1956415	SideEffect
C1956414	D004418	Symptom
C0297635	DB00953	Compound
C2829529	647042	Gene
C2829528	440295	Gene
C1823110	84651	Gene
C2829521	283767	Gene
C2829523	100133220	Gene
C2829522	283685	Gene
C1868771	C1868771	SideEffect
C2829526	727832	Gene
C1412725	11285	Gene
C1413240	975	Gene
C1412722	8702	Gene
C1412723	9334	Gene
C1412720	8704	Gene
C1295715	C1295715	SideEffect
C1425135	26086	Gene
C1425137	26146	Gene
C1425136	23511	Gene
C1425131	56994	Gene
C1425133	26019	Gene
C1425132	25998	Gene
C1425138	26168	Gene
C1422395	55584	Gene
C1422397	80022	Gene
C0014563	DB00668	Compound
C0013030	DB00988	Compound
C0033429	DB01182	Compound
C0558353	C0558353	SideEffect
C0262428	C0262428	SideEffect
C0812446	2002	Gene
C0812444	3732	Gene
C0812445	2919	Gene
C0812443	7066	Gene
C0812448	4820	Gene
C1420583	6892	Gene
C1825077	9985	Gene
C1825077	60412	Gene
C1424666	10671	Gene
C1424667	10808	Gene
C1424664	10666	Gene
C1424665	10669	Gene
C1424662	10631	Gene
C1424663	10634	Gene
C1424660	10625	Gene
C1424661	10628	Gene
C1424668	10842	Gene
C1424669	149428	Gene
C1142034	C1142034	SideEffect
C2828602	731220	Gene
C1539061	440854	Gene
C1539060	92291	Gene
C1539063	57082	Gene
C1539062	84290	Gene
C1539065	445571	Gene
C1539064	140689	Gene
C1539067	147372	Gene
C1412246	135	Gene
C0235360	C0235360	SideEffect
C0287041	DB00876	Compound
C0235369	C0235369	SideEffect
C1428415	116535	Gene
C1428414	51343	Gene
C1428417	285126	Gene
C1428416	386746	Gene
C1428413	9413	Gene
C1428412	55810	Gene
C0085082	C0085082	SideEffect
C0085083	C0085083	SideEffect
C0029882	C0029882	SideEffect
C0029883	C0029883	SideEffect
C1428419	92579	Gene
C1824306	399967	Gene
C1824301	375704	Gene
C1824302	64115	Gene
C1539397	253725	Gene
C1539395	387680	Gene
C1539394	25817	Gene
C1539393	151647	Gene
C1539392	284467	Gene
C1539391	338811	Gene
C1539390	407738	Gene
C1422549	64518	Gene
C1422548	22871	Gene
C0036416	C0036416	SideEffect
C1422540	64207	Gene
C1422543	245802	Gene
C1422542	643680	Gene
C1422545	84628	Gene
C1422547	57555	Gene
C1422546	54413	Gene
C0542127	C0542127	SideEffect
C2829952	283948	Gene
C2829955	654364	Gene
C1413198	908	Gene
C1413199	10693	Gene
C1413192	9973	Gene
C1413191	1236	Gene
C1413196	10575	Gene
C1413197	22948	Gene
C1413194	10576	Gene
C1413195	7203	Gene
C1539939	55633	Gene
C1539938	25771	Gene
C1539933	374403	Gene
C1539932	26000	Gene
C1539931	83874	Gene
C1539930	30851	Gene
C1539937	161514	Gene
C1539936	128637	Gene
C1539935	55296	Gene
C1539934	23232	Gene
C1418672	11243	Gene
C1418673	5372	Gene
C1418676	5375	Gene
C1418677	3431	Gene
C1418677	5376	Gene
C1418674	5373	Gene
C0234544	D010243	Symptom
C0234547	C0234547	SideEffect
C0234543	C0234543	SideEffect
C1414351	1977	Gene
C1419102	26191	Gene
C1419101	11099	Gene
C1419100	5771	Gene
C1419107	84867	Gene
C1419106	5775	Gene
C1419105	5774	Gene
C1414356	1981	Gene
C1414359	1983	Gene
C1414358	8672	Gene
C1419109	5780	Gene
C0877211	C0877211	SideEffect
C0877217	C0877217	SideEffect
C0086066	C0086066	SideEffect
C1420635	6941	Gene
C1825493	64422	Gene
C1825490	343066	Gene
C1825491	80755	Gene
C1825496	84971	Gene
C1825497	9474	Gene
C1825494	115201	Gene
C1825495	84938	Gene
C1825498	10533	Gene
C1825499	79065	Gene
C0455899	C0455899	SideEffect
C0042594	C0042594	SideEffect
C1427617	254228	Gene
C1419864	6331	Gene
C1419867	6335	Gene
C0000970	DB00316	Compound
C2680360	23378	Gene
C1456389	27035	Gene
C2680363	646643	Gene
C1456384	8645	Gene
C1456385	5605	Gene
C1456386	5606	Gene
C1456387	5609	Gene
C2680368	93517	Gene
C1421152	221037	Gene
C1456382	10969	Gene
C1456383	3483	Gene
C1822712	285590	Gene
C1837442	60672	Gene
C1423586	9821	Gene
C1415750	3298	Gene
C1837441	11076	Gene
C1415756	3304	Gene
C1415757	3305	Gene
C1415754	3301	Gene
C1415755	3303	Gene
C1415758	3306	Gene
C1334349	4015	Gene
C1334348	4013	Gene
C3470289	389119	Gene
C3470283	54906	Gene
C3470282	23272	Gene
C1334342	3984	Gene
C1334345	4001	Gene
C3470286	125228	Gene
C3470285	388799	Gene
C3470284	200232	Gene
C1413978	1673	Gene
C1413979	8562	Gene
C0238106	C0238106	SideEffect
C1413970	26063	Gene
C1413971	9191	Gene
C0001622	C0001622	SideEffect
C0001623	C0001623	SideEffect
C1413976	1670	Gene
C0001621	C0001621	SideEffect
C1425278	154091	Gene
C1425279	51296	Gene
C1425276	80765	Gene
C1425277	147323	Gene
C1425274	56910	Gene
C1425275	80352	Gene
C1425272	170302	Gene
C1425270	387775	Gene
C1425271	134429	Gene
C0553980	C0553980	SideEffect
C0948976	C0948976	SideEffect
C3470134	286144	Gene
C0031154	C0031154	SideEffect
C0948978	C0948978	SideEffect
C3147684	23254	Gene
C1421615	7678	Gene
C1538512	26011	Gene
C1422672	65009	Gene
C0231303	C0231303	SideEffect
C1135132	DB04845	Compound
C1135135	DB00530	Compound
C1415443	8361	Gene
C0038687	DB00576	Compound
C0008273	DB00880	Compound
C0268104	C0268104	SideEffect
C0268105	C0268105	SideEffect
C0038683	DB00664	Compound
C1167870	C1167870	SideEffect
C1418999	5676	Gene
C1418998	5675	Gene
C1418997	5673	Gene
C1418996	5672	Gene
C1418995	5671	Gene
C1418994	5670	Gene
C1418994	5669	Gene
C1418993	5680	Gene
C1418991	5084	Gene
C3471429	129285	Gene
C3471421	151649	Gene
C0031485	C0031485	SideEffect
C0030353	C0030353	SideEffect
C0030350	DB01113	Compound
C0030354	C0030354	SideEffect
C0340279	C0340279	SideEffect
C0340278	C0340278	SideEffect
C0038165	C0038165	SideEffect
C0038166	C0038166	SideEffect
C0038160	C0038160	SideEffect
C1427120	79156	Gene
C1427121	27295	Gene
C1427122	51175	Gene
C1427123	64579	Gene
C1427125	23192	Gene
C1427127	55032	Gene
C1427128	83937	Gene
C1427129	166824	Gene
C0971579	DB00862	Compound
C1418339	26167	Gene
C1418338	56131	Gene
C1418333	56123	Gene
C1418332	56124	Gene
C1418331	4200	Gene
C1418331	56125	Gene
C1418330	56126	Gene
C1418337	56132	Gene
C1418336	56133	Gene
C1418335	56121	Gene
C1418334	56122	Gene
C0549452	C0549452	SideEffect
C0549453	C0549453	SideEffect
C0549450	C0549450	SideEffect
C1412334	224	Gene
C0347721	C0347721	SideEffect
C1537540	353142	Gene
C1537541	353143	Gene
C1537542	353144	Gene
C1537543	84648	Gene
C1537544	353145	Gene
C1537545	199834	Gene
C1537546	254910	Gene
C1333725	2976	Gene
C1332400	605	Gene
C1332402	607	Gene
C0027441	C0027441	SideEffect
C0027444	DB00826	Compound
C1332407	624	Gene
C1332408	627	Gene
C1332409	55814	Gene
C1825928	256586	Gene
C1426747	54930	Gene
C1426746	60686	Gene
C0262627	C0262627	SideEffect
C1426741	25831	Gene
C1426749	57523	Gene
C1426748	57594	Gene
C0700031	C0700031	SideEffect
C0852625	C0852625	SideEffect
C0852628	C0852628	SideEffect
C0028043	C0028043	SideEffect
C0028040	DB00184	Compound
C0264598	D001044	Symptom
C0428982	C0428982	SideEffect
C0035661	DB00867	Compound
C0522251	C0522251	SideEffect
C0033999	C0033999	SideEffect
C1421219	8458	Gene
C1421210	7263	Gene
C1421211	7264	Gene
C1421212	7265	Gene
C1421213	7266	Gene
C1421214	7267	Gene
C1421215	7268	Gene
C1698818	C1698818	SideEffect
C0290883	DB01217	Compound
C0026470	D008998	Symptom
C0241012	C0241012	SideEffect
C2363980	C2363980	SideEffect
C1417592	4668	Gene
C0158775	C0158775	SideEffect
C1417593	4669	Gene
C0948695	C0948695	SideEffect
C0948693	C0948693	SideEffect
C0948692	C0948692	SideEffect
C0151811	C0151811	SideEffect
C0151810	C0151810	SideEffect
C0151815	C0151815	SideEffect
C0151814	C0151814	SideEffect
C1864824	10480	Gene
C1334507	2694	Gene
C1415251	8477	Gene
C0151818	C0151818	SideEffect
C1415257	10936	Gene
C1415254	10888	Gene
C1334504	4242	Gene
C0701810	C0701810	SideEffect
C0701811	C0701811	SideEffect
C0854303	C0854303	SideEffect
C1417598	4676	Gene
C1334508	4288	Gene
C0536495	DB00218	Compound
C0919643	C0919643	SideEffect
C1538602	84108	Gene
C1538601	84333	Gene
C1538606	64714	Gene
C1538607	2923	Gene
C1538604	5046	Gene
C1538609	9601	Gene
C0240873	C0240873	SideEffect
C2829616	85379	Gene
C0061246	DB06730	Compound
C2829281	401124	Gene
C0149504	C0149504	SideEffect
C0541865	C0541865	SideEffect
C2828882	407977	Gene
C0857027	C0857027	SideEffect
C0231688	C0231688	SideEffect
C0574770	C0574770	SideEffect
C0039763	DB01412	Compound
C1537429	55588	Gene
C0155919	C0155919	SideEffect
C1426357	59352	Gene
C1823186	386724	Gene
C1823187	196394	Gene
C0937916	DB00287	Compound
C0937917	DB00905	Compound
C1823185	347902	Gene
C1537422	3394	Gene
C1537421	55827	Gene
C1823181	91801	Gene
C1425071	51567	Gene
C1425072	253959	Gene
C1425074	114131	Gene
C1425075	8825	Gene
C1425076	64130	Gene
C1425077	55327	Gene
C1425078	11138	Gene
C1425079	143187	Gene
C0858226	C0858226	SideEffect
C0856049	C0856049	SideEffect
C0003466	C0003466	SideEffect
C0003467	C0003467	SideEffect
C0003462	C0003462	SideEffect
C0003460	C0003460	SideEffect
C1418230	8761	Gene
C0003469	C0003469	SideEffect
C0426584	C0426584	SideEffect
C1858156	23075	Gene
C1538308	25814	Gene
C1413126	833	Gene
C1538305	127002	Gene
C1424037	116092	Gene
C1424034	140831	Gene
C1424033	140825	Gene
C1424032	90204	Gene
C1413123	830	Gene
C0267158	C0267158	SideEffect
C0240773	C0240773	SideEffect
C1538300	11273	Gene
C0235532	C0235532	SideEffect
C1414600	8823	Gene
C0270611	C0270611	SideEffect
C0270612	C0270612	SideEffect
C0016967	DB00674	Compound
C3148441	100463488	Gene
C3148440	100463487	Gene
C1423021	9839	Gene
C1423020	84705	Gene
C1423023	10294	Gene
C1423022	55118	Gene
C1423025	11080	Gene
C1423024	55466	Gene
C1423027	10049	Gene
C1423026	25822	Gene
C1539218	199699	Gene
C1539219	1617	Gene
C1539212	285440	Gene
C1539213	260293	Gene
C1539210	54905	Gene
C1539211	284541	Gene
C1539216	54360	Gene
C1539217	55152	Gene
C1539214	199974	Gene
C0546817	C0546817	SideEffect
C1422081	25793	Gene
C1422082	26269	Gene
C1413788	30848	Gene
C1422084	26267	Gene
C1422085	80204	Gene
C1422085	90826	Gene
C1422086	23014	Gene
C1823455	83590	Gene
C1538162	23174	Gene
C1538161	389874	Gene
C1538160	170261	Gene
C1538167	54503	Gene
C0234665	C0234665	SideEffect
C1538164	285381	Gene
C1823457	126282	Gene
C1537391	200909	Gene
C1537390	170572	Gene
C1414830	10468	Gene
C1414831	11167	Gene
C1419800	6289	Gene
C0085298	C0085298	SideEffect
C1428622	147929	Gene
C1428623	137209	Gene
C1419804	26278	Gene
C1419808	6299	Gene
C1823453	160418	Gene
C0848383	C0848383	SideEffect
C1428629	127544	Gene
C1824536	220869	Gene
C1824537	644019	Gene
C1824535	84869	Gene
C1412785	8678	Gene
C1824530	64921	Gene
C1412787	55859	Gene
C1412789	631	Gene
C1824538	728013	Gene
C1824539	54862	Gene
C1413430	10370	Gene
C1413432	26586	Gene
C1413435	1158	Gene
C1413437	1160	Gene
C1823458	79626	Gene
C1823459	388121	Gene
C1826978	9701	Gene
C1826974	29115	Gene
C1826975	79685	Gene
C1826976	79595	Gene
C1826977	22870	Gene
C1826970	219285	Gene
C1826971	148418	Gene
C1826972	201191	Gene
C1826973	25813	Gene
C1425858	85293	Gene
C0041948	C0041948	SideEffect
C1425856	259285	Gene
C1425857	353164	Gene
C1425854	55775	Gene
C1425855	259286	Gene
C1425852	259296	Gene
C1425853	259287	Gene
C0020678	C0020678	SideEffect
C0020672	C0020672	SideEffect
C0454643	C0454643	SideEffect
C0020676	C0020676	SideEffect
C0039971	C0039971	SideEffect
C1426500	63917	Gene
C1426503	84034	Gene
C1426502	79695	Gene
C1426505	51361	Gene
C1426504	166793	Gene
C1426507	79812	Gene
C1426506	29911	Gene
C0073047	DB00409	Compound
C0079027	C0079027	SideEffect
C1826398	23114	Gene
C1826399	27247	Gene
C0238807	C0238807	SideEffect
C0001125	C0001125	SideEffect
C1826391	55967	Gene
C2607947	C2607947	SideEffect
C0001126	C0001126	SideEffect
C1826394	25977	Gene
C1826395	55707	Gene
C1826396	4741	Gene
C1826397	29937	Gene
C1419374	5999	Gene
C1419375	8490	Gene
C1419376	9628	Gene
C0056391	DB01380	Compound
C1419370	6002	Gene
C1419371	6003	Gene
C1419372	10636	Gene
C1419373	6004	Gene
C1419379	6005	Gene
C0877401	C0877401	SideEffect
C0877406	C0877406	SideEffect
C1825283	54751	Gene
C1825282	60493	Gene
C1825281	79072	Gene
C1825280	22868	Gene
C1825287	79368	Gene
C1825286	84824	Gene
C1825286	127943	Gene
C1825285	83953	Gene
C1825288	90342	Gene
C0078643	DB06694	Compound
C1823616	79805	Gene
C1823617	114990	Gene
C1823614	57176	Gene
C1823615	22846	Gene
C1823612	27340	Gene
C1823613	7407	Gene
C1823610	84135	Gene
C1823611	51096	Gene
C0000832	C0000832	SideEffect
C0000833	C0000833	SideEffect
C1823619	7422	Gene
C3146459	652991	Gene
C0175167	C0175167	SideEffect
C0002475	DB00305	Compound
C0719064	DB01401	Compound
C1424640	116985	Gene
C1824888	55861	Gene
C1824889	79877	Gene
C1824886	80174	Gene
C1824887	79007	Gene
C1824885	55157	Gene
C1824880	728294	Gene
C1824881	147906	Gene
C2239904	83787	Gene
C2239905	151516	Gene
C2239906	80816	Gene
C2239907	23130	Gene
C1415499	610	Gene
C1415498	348980	Gene
C2239903	100506084	Gene
C1415497	3059	Gene
C1415491	3052	Gene
C1415493	3054	Gene
C0055860	DB00766	Compound
C1420010	6446	Gene
C1420015	6448	Gene
C1420014	8879	Gene
C1420017	4068	Gene
C1420017	4515	Gene
C1420016	6449	Gene
C1420019	6450	Gene
C1420018	9047	Gene
C0041165	DB01361	Compound
C0271202	D006423	Symptom
C1336930	7416	Gene
C1336931	7417	Gene
C1336932	7419	Gene
C1336933	7424	Gene
C1336936	7433	Gene
C1336937	7448	Gene
C1336938	7450	Gene
C2717961	C2717961	SideEffect
C1620287	DB06209	Compound
C1336686	10078	Gene
C1846414	9568	Gene
C1336683	7260	Gene
C1336680	60385	Gene
C1428168	390212	Gene
C1521989	9103	Gene
C0069833	DB00383	Compound
C2677479	58160	Gene
C0427086	C0427086	SideEffect
C0427085	C0427085	SideEffect
C0221745	C0221745	SideEffect
C1418818	54704	Gene
C1418819	5498	Gene
C0221743	C0221743	SideEffect
C0221742	C0221742	SideEffect
C1418813	5493	Gene
C1418816	8493	Gene
C1418817	5496	Gene
C1418814	5494	Gene
C1418815	5495	Gene
C1167686	C1167686	SideEffect
C0040485	C0040485	SideEffect
C0070072	DB00617	Compound
C1425188	50487	Gene
C1425189	50489	Gene
C0159039	C0159039	SideEffect
C0241426	C0241426	SideEffect
C0241426	D005926	Symptom
C3665818	C3665818	SideEffect
C1428166	199746	Gene
C1537979	219995	Gene
C0006152	C0006152	SideEffect
C0859371	C0859371	SideEffect
C0038644	C0038644	SideEffect
C0558143	C0558143	SideEffect
C0558148	C0558148	SideEffect
C1845143	92129	Gene
C1539043	84075	Gene
C1412261	152	Gene
C1427370	29116	Gene
C1427373	84282	Gene
C1429147	403278	Gene
C1427374	50862	Gene
C1427378	9656	Gene
C1424856	25816	Gene
C0014912	DB00783	Compound
C0239819	C0239819	SideEffect
C0235347	C0235347	SideEffect
C0239816	C0239816	SideEffect
C0860901	C0860901	SideEffect
C1539048	64423	Gene
C0919939	C0919939	SideEffect
C0853034	C0853034	SideEffect
C0853035	C0853035	SideEffect
C2673202	9687	Gene
C0152972	C0152972	SideEffect
C0853782	C0853782	SideEffect
C1335652	6251	Gene
C1335653	6252	Gene
C1335654	861	Gene
C1335655	6259	Gene
C0853784	C0853784	SideEffect
C0853785	C0853785	SideEffect
C0033817	C0033817	SideEffect
C0153594	C0153594	SideEffect
C1421518	7478	Gene
C0151998	C0151998	SideEffect
C0151996	C0151996	SideEffect
C0151994	C0151994	SideEffect
C0151995	C0151995	SideEffect
C2698371	DB04890	Compound
C1428434	4882	Gene
C1428434	10641	Gene
C1700683	DB05271	Compound
C0151664	C0151664	SideEffect
C0151665	C0151665	SideEffect
C0151666	C0151666	SideEffect
C0151661	C0151661	SideEffect
C0151662	C0151662	SideEffect
C0151669	C0151669	SideEffect
C2363829	C2363829	SideEffect
C0035410	C0035410	SideEffect
C3495832	C3495832	SideEffect
C0948715	C0948715	SideEffect
C0012403	DB01093	Compound
C1112320	C1112320	SideEffect
C1539762	84251	Gene
C1539763	63898	Gene
C1539766	79801	Gene
C1539764	387694	Gene
C1539765	79628	Gene
C1539768	92799	Gene
C1539769	55164	Gene
C0679048	C0679048	SideEffect
C1538413	387638	Gene
C1538411	221060	Gene
C1538419	79892	Gene
C0021655	C0021655	SideEffect
C0854171	C0854171	SideEffect
C0057558	DB00304	Compound
C3469649	359710	Gene
C3469648	92747	Gene
C3469643	259282	Gene
C3469644	284257	Gene
C3469647	128861	Gene
C3469646	140683	Gene
C0751505	D012892	Symptom
C0011175	C0011175	SideEffect
C0020302	C0020302	SideEffect
C0020305	C0020305	SideEffect
C1418656	5356	Gene
C0748536	C0748536	SideEffect
C0221269	C0221269	SideEffect
C0221264	C0221264	SideEffect
C0221265	C0221265	SideEffect
C0748538	C0748538	SideEffect
C0221263	D019080	Symptom
C0221260	C0221260	SideEffect
C0008325	C0008325	SideEffect
C1868689	51776	Gene
C1414954	8693	Gene
C0014277	DB00228	Compound
C0247194	DB04946	Compound
C1510431	C1510431	SideEffect
C0002679	DB00681	Compound
C1384353	C1384353	SideEffect
C1420251	8289	Gene
C1420250	50485	Gene
C1420257	6606	Gene
C1420259	6609	Gene
C1420258	6607	Gene
C1428004	79876	Gene
C1428002	57573	Gene
C1428003	386618	Gene
C1428000	221178	Gene
C0235086	C0235086	SideEffect
C1428008	146310	Gene
C1428009	83892	Gene
C0852990	C0852990	SideEffect
C2239298	150356	Gene
C0852995	C0852995	SideEffect
C0165032	DB00724	Compound
C2239296	91368	Gene
C2239297	653275	Gene
C2239292	113179	Gene
C2239293	134265	Gene
C1837013	195814	Gene
C0287573	DB01066	Compound
C1421743	10172	Gene
C2239438	317662	Gene
C1423787	55857	Gene
C1412089	225	Gene
C1423783	60625	Gene
C1412084	215	Gene
C1412084	81693	Gene
C1412083	10060	Gene
C1412082	6833	Gene
C1412081	368	Gene
C2239437	25854	Gene
C0812288	2241	Gene
C0812284	5898	Gene
C0812286	4791	Gene
C0812287	4613	Gene
C0054040	DB01158	Compound
C0812281	6098	Gene
C0812283	5899	Gene
C1420788	9087	Gene
C1420781	29766	Gene
C1420780	29767	Gene
C1420783	7112	Gene
C1420782	29765	Gene
C1420785	56649	Gene
C1420784	64699	Gene
C1420787	7114	Gene
C1420786	9168	Gene
C0549622	C0549622	SideEffect
C1423256	81318	Gene
C1424206	64409	Gene
C1424207	94134	Gene
C3160947	C3160947	SideEffect
C3160944	C3160944	SideEffect
C1422789	191585	Gene
C1422786	81792	Gene
C1422784	1758	Gene
C1422784	9988	Gene
C1422782	10455	Gene
C1422781	8601	Gene
C1422780	27283	Gene
C1539409	643161	Gene
C1412628	476	Gene
C1412623	11016	Gene
C1412622	22926	Gene
C0011812	DB01576	Compound
C1539407	118670	Gene
C1412626	474	Gene
C1539405	653567	Gene
C1823076	90203	Gene
C1823075	10073	Gene
C1823078	54937	Gene
C0040979	DB00831	Compound
C2681279	254013	Gene
C2681278	728858	Gene
C2681271	100131378	Gene
C0234250	D053591	Symptom
C2681273	144577	Gene
C1825896	54839	Gene
C1825897	123872	Gene
C1825894	57470	Gene
C1825895	83450	Gene
C1825892	201255	Gene
C1825893	90506	Gene
C1825890	254050	Gene
C1825891	127255	Gene
C0497209	C0497209	SideEffect
C1825899	440699	Gene
C1824767	124817	Gene
C1824766	285888	Gene
C1824764	29097	Gene
C1823388	92305	Gene
C1823389	222865	Gene
C1824761	51727	Gene
C1823384	84233	Gene
C1823385	55863	Gene
C1823386	55654	Gene
C1823387	85013	Gene
C1823380	338773	Gene
C1823381	80757	Gene
C1823382	114908	Gene
C1824768	79935	Gene
C1422129	55353	Gene
C1422128	57567	Gene
C1422123	83483	Gene
C1422122	114569	Gene
C1422120	9794	Gene
C1382176	1555	Gene
C0340608	C0340608	SideEffect
C1426056	9882	Gene
C0023518	C0023518	SideEffect
C1428780	9905	Gene
C1428783	26033	Gene
C1427570	285761	Gene
C1428785	23028	Gene
C0025598	DB00331	Compound
C1428787	9858	Gene
C0023510	C0023510	SideEffect
C1428788	9904	Gene
C1427579	92196	Gene
C0267537	C0267537	SideEffect
C1418748	5439	Gene
C1418749	5440	Gene
C1418746	5437	Gene
C1418747	5438	Gene
C1418744	5435	Gene
C1418745	5436	Gene
C1418742	5433	Gene
C1418742	5950	Gene
C1418743	5434	Gene
C1418740	5432	Gene
C1418879	5052	Gene
C1428877	2744	Gene
C1428877	27165	Gene
C1428876	51601	Gene
C1428875	57171	Gene
C1414662	2348	Gene
C1428873	80303	Gene
C1414664	2350	Gene
C1414667	27023	Gene
C1414666	2352	Gene
C1414669	2303	Gene
C1414668	2296	Gene
C0281361	C0281361	SideEffect
C1428878	90102	Gene
C0522042	C0522042	SideEffect
C0522046	C0522046	SideEffect
C1538022	54893	Gene
C1418655	5355	Gene
C1120952	DB06713	Compound
C1538021	441024	Gene
C1826729	29893	Gene
C1826728	768239	Gene
C1826725	285368	Gene
C1826724	112476	Gene
C1826727	158471	Gene
C1826726	283659	Gene
C1826720	51334	Gene
C1826723	80863	Gene
C1413607	9276	Gene
C1538024	54545	Gene
C1418653	8985	Gene
C1435444	DB01264	Compound
C1415042	2670	Gene
C1415043	2671	Gene
C1415041	2669	Gene
C1415046	2673	Gene
C1415047	9945	Gene
C1415044	2672	Gene
C1415048	2674	Gene
C1415049	2676	Gene
C0549363	C0549363	SideEffect
C0549369	C0549369	SideEffect
C1414373	1995	Gene
C1413903	1610	Gene
C1413902	1605	Gene
C0038878	DB00870	Compound
C1456413	773	Gene
C1456413	3208	Gene
C1825568	55081	Gene
C1825569	80173	Gene
C1825566	90410	Gene
C1825567	51098	Gene
C1825562	387733	Gene
C1825560	130026	Gene
C1825561	2537	Gene
C0002880	C0002880	SideEffect
C0002886	C0002886	SideEffect
C0002884	C0002884	SideEffect
C0002888	C0002888	SideEffect
C0151467	C0151467	SideEffect
C0151464	C0151464	SideEffect
C0151465	C0151465	SideEffect
C0151463	C0151463	SideEffect
C0232943	C0232943	SideEffect
C0232940	C0232940	SideEffect
C0151468	C0151468	SideEffect
C0395005	C0395005	SideEffect
C0395005	D059607	Symptom
C1416532	8690	Gene
C1416531	8629	Gene
C1412548	10094	Gene
C1539369	55224	Gene
C1412546	10095	Gene
C1823803	388701	Gene
C1823801	374946	Gene
C1823800	440712	Gene
C1823809	727684	Gene
C1823808	127003	Gene
C1412545	10552	Gene
C0740464	C0740464	SideEffect
C1335859	6677	Gene
C1539360	26122	Gene
C1335850	6605	Gene
C1335851	6623	Gene
C0740469	C0740469	SideEffect
